Amount,Frequency,Recency
-0.5539722647727723,-0.6713103610934863,3.0453075979132738
-0.5492635819249917,-0.6932529144802437,3.203610165185312
-0.5564183337846064,-0.7225096523292538,-0.36950492466926665
-0.5531510844616566,-0.7298238367915063,-0.47127086077271985
-0.4457686548421391,-0.6127968853954663,1.0778328332465121
-0.5129365451123363,-0.6347394387822238,0.17324673454915035
-0.5538062815183978,-0.7151954678670013,1.3831306415568716
-0.2955712815547685,-0.32022950690536645,-0.2903536410332475
-0.400111611941488,-0.46651319615041636,0.8516863085721716
-0.48957076207548283,-0.48845574953717386,-0.5278074919413049
-0.5217656894502899,-0.5615975941596988,-0.5278074919413049
-0.51740935701969,-0.5542834096974464,-0.41473422960413475
-0.5173685892028261,-0.5396550407729414,-0.505192839473871
-0.4974651586124855,-0.5835401475464563,-0.41473422960413475
-0.48757896302298936,-0.5030841184616789,-0.40342690337041776
-0.5008052076084066,-0.4811415650749214,-0.5278074919413049
-0.5448024179653133,-0.7005670989424962,-0.4938855132401539
-0.5206271025650194,-0.5689117786219513,-0.4825781870064369
-0.525746375568358,-0.49576993399942637,-0.4825781870064369
-0.5352743967668356,-0.5835401475464563,-0.1659730524623603
-0.4381276011670764,-0.2909727690563565,0.2976273231200376
-0.5165153770356031,-0.5103983029239314,-0.505192839473871
-0.5473067267155244,-0.7078812834047488,-0.09812909506005815
-0.5455886544334028,-0.7078812834047488,-0.01897781142403901
-0.554114952131796,-0.7225096523292538,0.060173472211980134
-0.552364847993567,-0.7225096523292538,3.4523713423270865
-0.26684453060031144,-0.21051673997157902,0.026251493510829074
-0.5540829202756886,-0.7151954678670013,2.2198727828519313
-0.556660028698871,-0.7371380212537587,1.643199144932363
-0.14734823539837705,0.6306144731874581,-0.5278074919413049
-0.4865393836929598,-0.4006855359901439,-0.40342690337041776
-0.5489927671415386,-0.7005670989424962,-0.26773898856581346
-0.5538790811913691,-0.7298238367915063,3.588059257131691
-0.07949894018916966,0.37461801700862074,-0.5278074919413049
0.3640956751069465,0.923181851677558,-0.5278074919413049
0.904146945103054,1.5010024241955051,-0.5278074919413049
0.5013754744222985,0.9012392982908005,-0.5278074919413049
-0.5555971534734907,-0.7371380212537587,0.33154930182118864
2.063944743090359,1.2596343369411729,-0.5278074919413049
-0.4411123877588978,-0.4811415650749214,2.276409414020516
0.4805052641748992,0.6379286576497106,-0.5165001657075879
-0.48370019644708095,-0.5030841184616789,1.0552181807790781
-0.31520389736165577,-0.269030215669599,-0.5278074919413049
-0.518207241435455,-0.6639961766312338,-0.09812909506005815
-0.5513310926373752,-0.7151954678670013,-0.2903536410332475
-0.5225752218137302,-0.6713103610934863,-0.14335839999492625
-0.5434104882181029,-0.6639961766312338,-0.3468902722018326
-0.5456381582110232,-0.6859387300179913,-0.3468902722018326
-0.5359849215750351,-0.6639961766312338,-0.4938855132401539
-0.5465991138942438,-0.7151954678670013,1.4057452940243058
-0.550967094272519,-0.7225096523292538,1.4057452940243058
-0.3991069764544846,-0.4445706427636589,-0.04159246389147305
-0.38319296794296875,-0.4518848272259114,-0.5278074919413049
-0.4332063432742197,-0.5323408563106888,-0.4938855132401539
-0.5009478949674303,-0.5103983029239314,-0.4938855132401539
1.6698509934277792,1.1133506476961228,-0.40342690337041776
3.8352539700623267,2.956525132183752,-0.5165001657075879
4.872023232715146,2.378704559665805,-0.5278074919413049
-0.4487563534208794,-0.48845574953717386,1.3152866841545696
0.1539899949380716,0.9890095118378304,-0.5278074919413049
0.9235378659956771,2.1373364724114725,-0.5278074919413049
1.5361529380226142,3.307605986371872,-0.5278074919413049
1.0319132831545221,3.0004102389572673,-0.505192839473871
2.3415211601689947,4.865527276831654,-0.5278074919413049
3.636385647413309,5.553060616283388,-0.5278074919413049
-0.5305831858405681,-0.6859387300179913,1.4057452940243058
-0.4198112034475089,-0.3787429826033864,-0.5278074919413049
-0.5221966635142797,-0.5250266718484363,-0.505192839473871
-0.3607415487986341,-0.5250266718484363,-0.41473422960413475
2.9542818315418597,1.9910527831664226,-0.5278074919413049
2.9861069365779724,1.9691102297796652,-0.5278074919413049
0.019683334266865655,0.703756317809983,-0.47127086077271985
-0.3343152675100688,0.12593574529203583,-0.40342690337041776
0.21950970061219705,1.0402088030735979,-0.32427561973439856
-0.4852435495140715,-0.37142879814113394,-0.505192839473871
-0.5419253748894893,-0.5835401475464563,-0.3468902722018326
-0.5166988322114906,-0.5030841184616789,-0.3921195771367007
-0.5176685238554677,-0.4226280893769014,-0.5165001657075879
-0.5416778560013871,-0.5981685164709614,-0.5165001657075879
-0.5404402615608758,-0.5835401475464563,-0.36950492466926665
-0.435238910143577,-0.34217206029212394,-0.505192839473871
-0.4461472131415896,-0.37142879814113394,-0.505192839473871
-0.5022029613294546,-0.5615975941596988,-0.4938855132401539
-0.4145026512944453,-0.2909727690563565,-0.505192839473871
-0.44836614717375345,-0.3568004292166289,-0.4938855132401539
-0.43460992096910545,-0.3787429826033864,-0.4825781870064369
-0.3996981097990111,-0.29828695351860895,-0.505192839473871
-0.4642597717768374,-0.4738273806126689,-0.505192839473871
-0.5071067473007983,-0.5542834096974464,-0.505192839473871
-0.48204036390333627,-0.5323408563106888,-0.3921195771367007
-0.5040957528267073,-0.5396550407729414,-0.505192839473871
-0.40262756863937443,-0.4006855359901439,-0.5278074919413049
-0.5306123057097565,-0.5689117786219513,0.4559298903920759
-0.5325342170761976,-0.5762259630842038,0.3089346493537546
-0.5267684829768744,-0.5835401475464563,-0.4373488820715688
-0.5118736698869559,-0.4811415650749214,-0.4373488820715688
-0.5503118972157777,-0.6859387300179913,2.027648236878742
-0.49975980430453937,-0.6054827009332138,-0.36950492466926665
-0.5120833329451132,-0.5689117786219513,-0.5165001657075879
-0.4930593224042652,-0.6127968853954663,-0.505192839473871
-0.4051347893765043,-0.7078812834047488,2.2651020877867993
-0.5516222913292602,-0.7078812834047488,0.512466521560661
-0.5021330736434022,-0.6127968853954663,-0.4938855132401539
-0.5342814092275078,-0.6713103610934863,-0.45996353453900285
-0.5282099165017051,-0.6859387300179913,-0.19989503116351134
-0.5374263550998658,-0.7005670989424962,3.0566149241469907
-0.3582925677998812,-0.32754369136761896,1.6997357761009482
-0.35066025008557516,-0.4079997204523964,-0.4938855132401539
-0.4533602047395815,-0.49576993399942637,1.9711116057101568
-0.5529763652465256,-0.7298238367915063,2.005033584411308
-0.5516950910022315,-0.7298238367915063,1.9371896270090057
-0.504022953153736,-0.6274252543199713,-0.42604155583785175
-0.5503118972157777,-0.7298238367915063,2.660858505966895
-0.5517533307406085,-0.6932529144802437,-0.35819759843554966
-0.5197913623193094,-0.6859387300179913,1.5301258825951929
-0.5201291528018961,-0.6859387300179913,1.7901943859706844
-0.5475251257344381,-0.7298238367915063,2.095492194281044
0.1687887124596679,0.6159861042629531,-0.505192839473871
0.11958486949185715,0.5355300751781756,-0.505192839473871
-0.5122667881210008,-0.5908543320087088,0.22978336571773544
-0.4782140130919673,-0.5689117786219513,-0.5278074919413049
-0.4042932251569567,-0.32022950690536645,-0.5278074919413049
-0.5415672004984707,-0.6932529144802437,-0.21120235739722837
-0.5193312683861312,-0.6127968853954663,-0.35819759843554966
-0.5160319872070739,-0.6347394387822238,-0.31296829350068156
-0.47809753361521334,-0.49576993399942637,-0.35819759843554966
-0.43759179557400796,-0.3860571670656389,-0.505192839473871
-0.4442194778013109,-0.4153139049146489,-0.505192839473871
-0.522385942664005,-0.6639961766312338,0.7612276987024356
-0.32879122832501045,-0.27634440013185146,-0.505192839473871
-0.507287290489767,-0.6420536232444763,-0.36950492466926665
-0.5394793058776551,-0.6859387300179913,-0.1659730524623603
-0.5419253748894893,-0.6932529144802437,2.0163409106450247
-0.48966976963072373,-0.6054827009332138,2.7739317683040654
-0.4950569454305965,-0.5396550407729414,0.8403789823384546
-0.5493509415325571,-0.6786245455557388,2.796546420771499
-0.5562960303340146,-0.7298238367915063,3.588059257131691
-0.4522827695796069,-0.4591990116881639,-0.4938855132401539
-0.4901153036293078,-0.5615975941596988,-0.4938855132401539
-0.5111427611703245,-0.5177124873861838,-0.5278074919413049
-0.5417331837528452,-0.6127968853954663,-0.5278074919413049
-0.5484191057185251,-0.6859387300179913,3.633288562066559
-0.3124316858149103,-0.15931744873581152,-0.1659730524623603
-0.5538062815183978,-0.7371380212537587,3.599366583365408
-0.4138125103946777,-0.5908543320087088,-0.47127086077271985
-0.536043161313412,-0.6786245455557388,-0.2790463147995305
-0.5007498798569484,-0.6713103610934863,0.8969156135070397
-0.5411973781597768,-0.7005670989424962,-0.00767048519032199
-0.553820841452992,-0.7151954678670013,-0.25643166233209647
-0.5020893938396196,-0.7005670989424962,0.9195302659744738
-0.520536830970535,-0.6713103610934863,-0.00767048519032199
-0.5549419564167494,-0.7298238367915063,2.2877167402542335
-0.5427261712921732,-0.7225096523292538,3.5202152997293887
4.393770149110917,5.2385506844065315,-0.5278074919413049
-0.33820277004673416,-0.4591990116881639,-0.5278074919413049
-0.41577810156490164,-0.5689117786219513,-0.5165001657075879
-0.5368293977815016,-0.6786245455557388,-0.5165001657075879
-0.49374655131711387,-0.5689117786219513,-0.14335839999492625
-0.552364847993567,-0.7151954678670013,-0.2790463147995305
-0.47888668207022167,-0.5469692252351939,-0.5278074919413049
-0.536043161313412,-0.6054827009332138,1.2248280742848334
-0.29256319906759604,-0.283658584594104,-0.505192839473871
-0.19552705897075306,0.2137059588390658,-0.5278074919413049
-0.1496982088418896,0.1771350365278033,-0.5278074919413049
-0.5560339515113182,-0.7371380212537587,1.9258823007752888
-0.3541895782312214,-0.4445706427636589,1.8015017122044015
-0.27687632553575037,-0.18857418658482153,1.8128090384381186
1.1181080959524863,1.171864123394143,-0.5165001657075879
0.5992327948302564,0.9670669584510729,-0.5278074919413049
2.019769901531403,2.71515704492942,-0.5278074919413049
1.9521739491841348,3.292977617447367,-0.5278074919413049
0.18461536136361753,1.3986038417239701,-0.5278074919413049
0.5686045164177893,1.4936882397332527,-0.5278074919413049
0.6140315123518508,1.588772637742535,-0.5278074919413049
-0.010595505715337815,0.34536127915961073,-0.14335839999492625
0.02325634221629496,0.6159861042629531,-0.5278074919413049
0.6170337708651873,1.084093909847113,-0.5278074919413049
-0.550967094272519,-0.6566819921689813,0.8516863085721716
-0.1040644618365886,0.8280974536682755,-0.5278074919413049
-0.060585585151237506,0.9012392982908005,-0.5278074919413049
0.09535131435318682,1.1060364632338704,-0.5165001657075879
-0.21913162493495222,0.5501584441026807,0.07148079844569716
-0.22513031798778346,-0.0203479439530141,-0.505192839473871
-0.398303268064882,-0.283658584594104,-0.5278074919413049
-0.01383654715601897,1.1645499389318903,-0.5278074919413049
-0.36862138540104294,0.6306144731874581,-0.5278074919413049
-0.5358975619674695,-0.7078812834047488,0.5916178051966802
-0.45610912039097595,-0.5396550407729414,0.0940954509131312
-0.5005897205764117,-0.6201110698577188,-0.3808122509029837
-0.514203259422036,-0.6493678077067288,-0.1772803786960773
-0.5414303371132848,-0.7078812834047488,0.003636841043395031
-0.533480612824824,-0.7005670989424962,0.512466521560661
-0.5499187789817329,-0.7298238367915063,3.599366583365408
-0.22933813908552173,-0.13006071088680154,-0.5278074919413049
-0.42485767677787645,-0.23245929335833648,-0.35819759843554966
-0.4478099576722531,-0.239773477820589,-0.5165001657075879
-0.552073649301682,-0.7078812834047488,3.5428299521968225
-0.5204640312975638,-0.6274252543199713,-0.41473422960413475
-0.505869152860287,-0.5615975941596988,-0.42604155583785175
-0.5218617850186119,-0.6054827009332138,-0.32427561973439856
-0.5143372108203031,-0.5908543320087088,-0.4938855132401539
-0.5127705618579618,-0.5762259630842038,-0.32427561973439856
-0.5426067798285003,-0.6639961766312338,-0.26773898856581346
-0.5328021198727318,-0.6274252543199713,-0.42604155583785175
0.005356358626122864,0.06010808513176336,0.501159195326944
-0.03965131119161852,6.2405939557351235,-0.5278074919413049
1.2682996452660196,0.9158676672153054,-0.5165001657075879
-0.5339756506010285,-0.5689117786219513,1.9371896270090057
-0.19233843329461264,-0.16663163319806404,-0.505192839473871
-0.5488704636909468,-0.6859387300179913,2.5025559386948566
-0.06529135601209875,0.34536127915961073,-0.35819759843554966
-0.042548738175880306,0.08936482298077335,-0.505192839473871
-0.28616556380688246,-0.32022950690536645,1.6318918186986462
-0.49088406817588426,-0.5689117786219513,-0.5165001657075879
-0.3802955409587128,-0.5469692252351939,-0.24512433609837944
-0.17475585627859477,-0.12274652642454904,-0.5278074919413049
-0.08511325096871236,-0.24708766228284149,-0.4938855132401539
-0.3112901869427209,-0.06423305072652907,-0.4825781870064369
-0.4186609686145633,-0.17394581766031653,-0.4938855132401539
-0.46940234067552683,-0.3568004292166289,-0.4825781870064369
-0.45554128294180024,-0.3641146136788814,-0.4825781870064369
-0.433512101900699,-0.2909727690563565,-0.45996353453900285
-0.437513171927199,-0.15200326427355904,-0.4938855132401539
-0.33606245966137915,-0.30560113798086147,-0.5278074919413049
-0.3131888024138115,-0.4226280893769014,-0.5278074919413049
-0.37038896146078465,-0.4299422738391539,-0.4373488820715688
-0.4934553526252289,-0.4006855359901439,0.20716871325030142
-0.09391618742439659,0.1990775899145608,-0.5278074919413049
-0.17721648522502342,-0.3568004292166289,0.7499203724687185
-0.24890960316711366,-0.16663163319806404,-0.4938855132401539
-0.26060705462013467,0.06742226959401586,0.03755881974454609
0.019660038371515472,0.7549556090457505,0.12801742961428225
2.2503177298706083,4.777757063284624,-0.5278074919413049
-0.42377441764406415,0.03816553174500587,-0.505192839473871
0.6100391782861122,1.4205463951107278,-0.505192839473871
-0.5394298021000348,-0.6713103610934863,2.106799520514761
-0.4575971457065084,-0.19588837104707402,-0.5165001657075879
-0.5442025486600301,-0.5689117786219513,0.7499203724687185
-0.3553514610118429,0.14787829867879332,-0.505192839473871
1.0430632810667961,1.6546002979028076,-0.505192839473871
-0.534004770470217,-0.6786245455557388,1.4509745989591738
-0.4179620917540392,-0.23245929335833648,-0.31296829350068156
0.50190254405461,0.6159861042629531,-0.5278074919413049
-0.53685851765069,-0.6859387300179913,2.6947804846680463
-0.4029071193835841,-0.48845574953717386,-0.42604155583785175
0.08859259271453579,-0.2617160312073465,-0.4373488820715688
2.562136201127988,0.7183846867344881,-0.5278074919413049
0.06312726710919105,-0.21051673997157902,-0.5278074919413049
0.10686531063031969,-0.15200326427355904,-0.36950492466926665
-0.18142139433584295,-0.3641146136788814,-0.5278074919413049
0.1855704930730011,-0.4079997204523964,-0.36950492466926665
-0.06458374319081928,0.23564851222582328,-0.4825781870064369
0.19383471194869728,0.2283343277635708,-0.5278074919413049
0.12365000323057221,0.11862156082978334,-0.4938855132401539
-0.5140576600760935,-0.6201110698577188,-0.35819759843554966
1.696120027422724,1.7862556182233524,-0.5278074919413049
1.2747992000688928,1.5814584532802827,-0.5278074919413049
-0.21221274401576437,0.008908793895995889,-0.5278074919413049
0.821915346501645,0.9743811429133254,-0.5278074919413049
-0.340576039385597,-0.21051673997157902,-0.45996353453900285
-0.38121572882506943,-0.239773477820589,-0.4486562083052858
-0.4747720445538864,-0.6274252543199713,-0.5165001657075879
-0.46480140134374354,-0.5908543320087088,-0.41473422960413475
-0.4729986445203067,-0.6201110698577188,-0.505192839473871
-0.5159504515733462,-0.6274252543199713,-0.5278074919413049
0.27335233874173864,0.49895915286691317,-0.5165001657075879
1.6195376834438975,1.9179109385438977,-0.5278074919413049
-0.39057485478225384,-0.5177124873861838,0.6933837413001334
-0.5131112643274672,-0.6859387300179913,-0.2790463147995305
-0.4990055996925572,-0.5835401475464563,-0.4938855132401539
0.4688485805387422,1.2450059680166679,-0.5278074919413049
1.0060577513020592,1.9910527831664226,-0.5278074919413049
1.0475157090657206,1.4644315018842426,-0.5165001657075879
-0.5275547194449639,-0.6347394387822238,-0.03028513765775603
-0.3602173911532415,0.39656057039537823,-0.5278074919413049
-0.399470974819341,0.05279390066951087,-0.5278074919413049
-0.5022058733163735,-0.4738273806126689,1.552740535062627
-0.35472829581120885,0.27953361899933826,-0.5278074919413049
-0.3820398211231041,0.13324992975428834,-0.052899790125190076
0.8498209171449816,1.0914080943093654,-0.5278074919413049
1.3017933188066337,1.9471676763929078,-0.4938855132401539
5.311366347109728,3.819598898729547,-0.5278074919413049
-0.48352547723194994,-0.5542834096974464,-0.5278074919413049
1.4032236471640187,1.8959683851571403,-0.5278074919413049
-0.3924676462795064,-0.30560113798086147,0.9308375922081908
0.8080339048594865,2.0715088122512,-0.5278074919413049
1.8806002227057146,2.0349378899399375,-0.5165001657075879
5.945562154192273,4.433990393558757,-0.5278074919413049
-0.26150103460422175,0.5355300751781756,0.4559298903920759
6.361717116752105,4.5437031604925435,-0.5278074919413049
-0.40455239199273446,-0.48845574953717386,0.9873742233767759
-0.3133489616943483,-0.49576993399942637,0.9195302659744738
-0.47824022097423696,-0.5323408563106888,-0.5165001657075879
-0.50722905075139,-0.6859387300179913,-0.36950492466926665
-0.3280428476868659,-0.4226280893769014,-0.4938855132401539
-0.15221416553977635,-0.4299422738391539,-0.40342690337041776
-0.45262929602295005,-0.4079997204523964,-0.5278074919413049
-0.38051102799070763,-0.5689117786219513,1.7901943859706844
-0.5147565369366176,-0.6713103610934863,-0.505192839473871
-0.4736363696555349,-0.6420536232444763,-0.4486562083052858
-0.3036520452545774,-0.3568004292166289,-0.505192839473871
-0.34016836121695804,-0.3787429826033864,-0.4486562083052858
-0.18685224993949862,-0.4591990116881639,-0.40342690337041776
0.21989408288548729,-0.18857418658482153,-0.4825781870064369
-0.4396272744302842,-0.5908543320087088,-0.2790463147995305
-0.35619884920522804,-0.37142879814113394,-0.505192839473871
-0.41717585528594964,-0.34217206029212394,-0.45996353453900285
-0.13723199284229273,-0.17394581766031653,-0.35819759843554966
-0.11084939135751046,-0.11543234196229656,-0.4486562083052858
-0.4073478994348304,-0.2909727690563565,-0.5278074919413049
-0.3650978812292341,-0.2909727690563565,-0.5278074919413049
1.7061780302404221,1.9837385987041702,-0.5278074919413049
-0.22415480236996863,-0.24708766228284149,-0.41473422960413475
1.4322153889280902,3.0004102389572673,-0.5165001657075879
-0.4230435089274327,-0.2617160312073465,-0.4938855132401539
1.8525490527164354,1.157235754469638,-0.5278074919413049
2.0920104730142324,1.1938066767809004,-0.5278074919413049
1.4534845413833746,0.8427258225927805,-0.5278074919413049
-0.4385381913226343,-0.4299422738391539,-0.505192839473871
-0.46664760105029457,-0.4372564583014064,-0.5278074919413049
-0.48118423974919444,-0.5689117786219513,-0.505192839473871
-0.48262858526094404,-0.46651319615041636,-0.5278074919413049
-0.2936348102537329,-0.13006071088680154,-0.5278074919413049
-0.5542430795562253,-0.7078812834047488,-0.36950492466926665
-0.5556990730156505,-0.7298238367915063,2.570399896097159
1.3899537227748207,2.290934346118775,-0.5278074919413049
2.8689606148195574,4.039024432597122,-0.5278074919413049
0.2517774276599784,1.3693471038749603,-0.505192839473871
0.034648035042835645,0.7622697935080031,-0.4938855132401539
0.15788040946165502,0.893925113828548,-0.4938855132401539
0.8407675498142824,0.9304960361398105,-0.505192839473871
0.4079589340655861,0.35267546362186325,-0.4938855132401539
0.41337231774772865,0.3599896480841157,0.03755881974454609
-0.084874468041367,0.008908793895995889,-0.505192839473871
-0.31304320306786887,-0.4445706427636589,0.6594617625989823
-0.4789827776385438,-0.3568004292166289,-0.5278074919413049
-0.011696236770662626,-0.16663163319806404,-0.4938855132401539
-0.4826810010254834,-0.6201110698577188,-0.2903536410332475
-0.4157781015649017,-0.48845574953717386,-0.3808122509029837
-0.5014516687043914,-0.6201110698577188,-0.5278074919413049
0.5044796524777934,0.4185031237821357,-0.5278074919413049
0.70467584116182,0.16250666760329832,-0.5278074919413049
1.2955849626956406,1.054837171998103,-0.5165001657075879
0.4298192198653937,0.3673038325463682,-0.5278074919413049
-0.40590646590999974,-0.5469692252351939,-0.4938855132401539
-0.3438229048001148,-0.34217206029212394,-0.5165001657075879
-0.46496156062428035,-0.4518848272259114,-0.505192839473871
-0.4166953774443395,-0.4153139049146489,-0.505192839473871
-0.48483587134543243,-0.6274252543199713,-0.5165001657075879
-0.5572744579387484,-0.7371380212537587,3.66721054076771
-0.48821377617129863,-0.6127968853954663,-0.3468902722018326
-0.5055400983384569,-0.6493678077067288,-0.4825781870064369
-0.3660355410171037,-0.24708766228284149,0.9308375922081908
-0.5305103861675968,-0.6639961766312338,-0.21120235739722837
-0.42880924302675594,-0.5835401475464563,-0.35819759843554966
-0.52558912827474,-0.6786245455557388,1.1230621381813801
-0.5114805516529112,-0.6493678077067288,-0.4825781870064369
-0.5092528816599908,-0.6566819921689813,-0.19989503116351134
-0.5315295815891944,-0.7005670989424962,-0.19989503116351134
-0.47506033125885255,-0.5396550407729414,-0.5278074919413049
-0.4579232882414196,-0.49576993399942637,-0.5278074919413049
-0.4761668862880157,-0.6127968853954663,-0.5278074919413049
-0.3376261966368021,-0.34948624475437645,-0.4938855132401539
-0.3666092024401172,-0.4299422738391539,-0.41473422960413475
-0.4035477565057311,-0.5908543320087088,-0.40342690337041776
-0.3298016877858514,-0.4518848272259114,-0.41473422960413475
-0.38534783826291763,-0.5542834096974464,-0.505192839473871
-0.4951646889465939,-0.6054827009332138,-0.4938855132401539
-0.34701735445009346,-0.30560113798086147,0.07148079844569716
-0.5111456731572435,-0.4591990116881639,-0.4825781870064369
-0.5461040761180392,-0.6493678077067288,1.1569841168825312
-0.5487976640179756,-0.7371380212537587,1.7110431023346653
-0.5115271434436127,-0.3787429826033864,-0.4825781870064369
0.05016601333338971,0.2868478034615908,-0.5278074919413049
1.5223413840665114,2.078822996713453,-0.5278074919413049
-0.5119202616776575,-0.6713103610934863,2.208565456618214
-0.4086437336137188,-0.5323408563106888,-0.4938855132401539
-0.45397172199254,-0.4006855359901439,1.9258823007752888
